train_loss,test_loss,top1_accuracy,top5_accuracy,inference_time
,2.303049604034424,9.28,49.16,0.16164864063262935
1.7976853219604492,1.5082321285247802,43.92,91.93,0.1645434229373931
1.4567007633590698,1.3724838775634767,49.47,93.51,0.1915454399585724
1.3077080381011963,1.2279182750701905,55.96,95.15,0.13313331317901614
1.2098718865203857,1.198660478591919,56.5,95.31,0.12435244798660276
1.1303451745986939,1.1129558736801148,60.13,96.02,0.14304441690444944
1.0736647412490845,1.0829562244415283,60.8,96.26,0.15041440105438234
1.0237123520088196,0.9906438793182373,64.78,96.93,0.1264772484302521
0.9833098396110534,1.0134990364074707,64.13,97.04,0.12602374458312984
0.9411283179855346,0.987375394821167,65.42,97.14,0.19692761659622188
0.9130865355300903,0.9317633496284485,67.22,97.37,0.12945190358161926
