train_loss,test_loss,top1_accuracy,top5_accuracy,inference_time
,2.3073015495300293,10.32,49.08,0.02147942388057709
0.7296548436959585,0.28880763149261474,91.12,99.49,0.02785894390940667
0.24058749736150106,0.18839126017689706,94.19,99.77,0.02488825604319573
0.1638561684211095,0.14053097795248032,95.81,99.82,0.01975078415870666
0.12546313254038494,0.12390376049876213,96.34,99.82,0.019770176023244854
0.10127274684508641,0.12053633434399963,96.44,99.8,0.03140092808008194
0.08659326285521189,0.12736738987863064,96.2,99.85,0.023056320190429684
0.07574392692844073,0.09530161603912711,97.19,99.91,0.020069536119699482
0.0652948529501756,0.0974523199737072,97.12,99.92,0.02429334393143654
0.05852391021251679,0.10448387433998287,97.18,99.9,0.02740329605340957
0.05259676372508208,0.10294253630042076,97.1,99.92,0.02071558395028114
