train_loss,test_loss,top1_accuracy,top5_accuracy,inference_time
,10.176601416015625,10.34,49.91,0.1884303679466247
1.6883659728622435,1.4901829288482666,46.92,91.27,0.18270508861541745
1.3128168741607666,1.327567230606079,52.52,94.59,0.11346944022178648
1.1381199897384644,1.1275685682296752,59.32,95.89,0.136159264087677
1.011496067123413,1.1407036054611206,61.17,95.55,0.13237142467498783
0.9304250473213196,0.9645352117538453,66.28,96.84,0.114308064699173
0.8706702091789246,0.8920914810180665,68.78,97.42,0.13779974436759948
0.8259253960037232,0.9097510972976685,68.93,97.34,0.1560882563591004
0.7795374262809753,0.8333920510292053,70.99,98.17,0.11713238382339482
0.7408512193679809,0.8519422983169556,70.42,98.19,0.18750256013870237
0.71109072555542,0.7538084532737732,73.96,98.3,0.11656707096099857
