train_loss,test_loss,top1_accuracy,top5_accuracy,inference_time
,2.3876750625610352,10.08,49.31,0.02621555182337761
1.1843836179415386,0.6321948366165161,81.03,98.19,0.018647007942199707
0.5678980025927226,0.5076074908733368,84.98,98.75,0.028803104043006896
0.44222692832946775,0.38166761384010317,89.35,99.03,0.030669791907072058
0.35260824297269183,0.31647582308053973,90.96,99.22,0.03139577600359916
0.290533637992541,0.2652852025985718,92.45,99.48,0.02398006394505501
0.2457195040067037,0.23062699453830718,93.19,99.61,0.019873984009027484
0.21221840969721475,0.20218242970705033,94.14,99.62,0.01937295997142792
0.19267610980272293,0.19236618107557296,93.99,99.75,0.023177152246236794
0.17404764918883642,0.18241275421380998,94.5,99.77,0.02861987206339837
0.1612183593114217,0.1795939505815506,94.69,99.71,0.026135712146759037
