train_loss,test_loss,top1_accuracy,top5_accuracy,inference_time
,13293577491919.668,10.0,50.0,0.1093904960155487
2.782052364425659,2.0181262758255003,21.84,78.66,0.17048844766616825
1.8481962200546265,1.7075505180358888,37.64,87.42,0.10743497657775879
1.6339760830688477,1.5674504062652588,42.08,90.41,0.17347068810462954
1.5199367230987548,1.4246663307189942,47.27,92.69,0.1372754247188568
1.4263211014556885,1.4593829288482667,47.71,92.12,0.15410393595695493
1.3443887860107422,1.32114649143219,52.89,93.96,0.17731606388092044
1.2653730701446533,1.3004496656417848,53.87,94.52,0.11902783989906313
1.1889656672668456,1.1364308468818665,58.89,95.82,0.1507826554775238
1.119670412864685,1.0941034992218017,60.93,96.13,0.1858845419883729
1.0552740628814696,1.0344810972213745,63.51,96.3,0.18477251124382021
